"Subject_Activity" "variable" "means"
"13_LAYING" "fBodyGyro_mean_X" -0.960535521190476
"13_LAYING" "fBodyGyro_mean_Y" -0.960893656142857
"13_LAYING" "fBodyGyro_mean_Z" -0.959691631238095
"13_LAYING" "fBodyGyro_std_X" -0.966726321047619
"13_LAYING" "fBodyGyro_std_Y" -0.952586962523809
"13_LAYING" "fBodyGyro_std_Z" -0.959019456809524
"13_LAYING" "fBodyAccMag_mean" -0.940557606752381
"13_LAYING" "fBodyAccMag_std" -0.925253634613333
"13_LAYING" "fBodyBodyAccJerkMag_mean" -0.968742068428571
"13_LAYING" "fBodyBodyAccJerkMag_std" -0.966297838619048
"13_LAYING" "fBodyBodyGyroMag_mean" -0.948501747142857
"13_LAYING" "fBodyBodyGyroMag_std" -0.934269835285714
"13_LAYING" "fBodyBodyGyroJerkMag_mean" -0.973030962571429
"13_LAYING" "fBodyBodyGyroJerkMag_std" -0.971118018285714
"13_SITTING" "tBodyAcc_mean_X" 0.27162652450303
"13_SITTING" "tBodyAcc_mean_Y" -0.00867740246181818
"13_SITTING" "tBodyAcc_mean_Z" -0.102019790079394
"13_SITTING" "tBodyAcc_std_X" -0.983618628060606
"13_SITTING" "tBodyAcc_std_Y" -0.935069973323212
"13_SITTING" "tBodyAcc_std_Z" -0.930188037090909
"13_SITTING" "tGravityAcc_mean_X" 0.897128036424242
"13_SITTING" "tGravityAcc_mean_Y" 0.152250880133333
"13_SITTING" "tGravityAcc_mean_Z" 0.153958774236364
"13_SITTING" "tGravityAcc_std_X" -0.976176646666667
"13_SITTING" "tGravityAcc_std_Y" -0.951312225333333
"13_SITTING" "tGravityAcc_std_Z" -0.929433584309091
"13_SITTING" "tBodyAccJerk_mean_X" 0.0780785754763636
"13_SITTING" "tBodyAccJerk_mean_Y" -0.00163361095030303
"13_SITTING" "tBodyAccJerk_mean_Z" -0.0148049514504242
"13_SITTING" "tBodyAccJerk_std_X" -0.985329182484848
"13_SITTING" "tBodyAccJerk_std_Y" -0.975801162484848
"13_SITTING" "tBodyAccJerk_std_Z" -0.98127109430303
"13_SITTING" "tBodyGyro_mean_X" -0.0428943181012121
"13_SITTING" "tBodyGyro_mean_Y" -0.0845959593515151
"13_SITTING" "tBodyGyro_mean_Z" 0.0752102543932727
"13_SITTING" "tBodyGyro_std_X" -0.982876916666667
"13_SITTING" "tBodyGyro_std_Y" -0.963714015515152
"13_SITTING" "tBodyGyro_std_Z" -0.960409942969697
"13_SITTING" "tBodyGyroJerk_mean_X" -0.0961106703393939
"13_SITTING" "tBodyGyroJerk_mean_Y" -0.041631511350303
"13_SITTING" "tBodyGyroJerk_mean_Z" -0.0483834374393939
"13_SITTING" "tBodyGyroJerk_std_X" -0.988866270424242
"13_SITTING" "tBodyGyroJerk_std_Y" -0.984671431878788
"13_SITTING" "tBodyGyroJerk_std_Z" -0.984770660484849
"13_SITTING" "tBodyAccMag_mean" -0.951476993818182
"13_SITTING" "tBodyAccMag_std" -0.930796662055758
"13_SITTING" "tGravityAccMag_mean" -0.951476993818182
"13_SITTING" "tGravityAccMag_std" -0.930796662055758
"13_SITTING" "tBodyAccJerkMag_mean" -0.983640044545455
"13_SITTING" "tBodyAccJerkMag_std" -0.976211808242424
"13_SITTING" "tBodyGyroMag_mean" -0.942335992787879
"13_SITTING" "tBodyGyroMag_std" -0.948106579333333
"13_SITTING" "tBodyGyroJerkMag_mean" -0.988689905454545
"13_SITTING" "tBodyGyroJerkMag_std" -0.982375112666667
"13_SITTING" "fBodyAcc_mean_X" -0.983617628969697
"13_SITTING" "fBodyAcc_mean_Y" -0.949155006545455
"13_SITTING" "fBodyAcc_mean_Z" -0.952166028072727
"13_SITTING" "fBodyAcc_std_X" -0.983792032363636
"13_SITTING" "fBodyAcc_std_Y" -0.932533369509091
"13_SITTING" "fBodyAcc_std_Z" -0.924374283151515
"13_SITTING" "fBodyAccJerk_mean_X" -0.985042964060606
"13_SITTING" "fBodyAccJerk_mean_Y" -0.975027543454545
"13_SITTING" "fBodyAccJerk_mean_Z" -0.978326328969697
"13_SITTING" "fBodyAccJerk_std_X" -0.987089322121212
"13_SITTING" "fBodyAccJerk_std_Y" -0.978704100848485
"13_SITTING" "fBodyAccJerk_std_Z" -0.982870031818182
"13_SITTING" "fBodyGyro_mean_X" -0.979582920969697
"13_SITTING" "fBodyGyro_mean_Y" -0.968994418909091
"13_SITTING" "fBodyGyro_mean_Z" -0.961474915151515
"13_SITTING" "fBodyGyro_std_X" -0.984002877393939
"13_SITTING" "fBodyGyro_std_Y" -0.961305783515152
"13_SITTING" "fBodyGyro_std_Z" -0.963826240666667
"13_SITTING" "fBodyAccMag_mean" -0.948126066745455
"13_SITTING" "fBodyAccMag_std" -0.933084997751515
"13_SITTING" "fBodyBodyAccJerkMag_mean" -0.976424107151515
"13_SITTING" "fBodyBodyAccJerkMag_std" -0.974893635212121
"13_SITTING" "fBodyBodyGyroMag_mean" -0.961108626727273
"13_SITTING" "fBodyBodyGyroMag_std" -0.94916127
"13_SITTING" "fBodyBodyGyroJerkMag_mean" -0.983462664848485
"13_SITTING" "fBodyBodyGyroJerkMag_std" -0.981927453454545
"13_STANDING" "tBodyAcc_mean_X" 0.279423409378531
"13_STANDING" "tBodyAcc_mean_Y" -0.0158189731971751
"13_STANDING" "tBodyAcc_mean_Z" -0.106578968979153
"13_STANDING" "tBodyAcc_std_X" -0.987607796214689
"13_STANDING" "tBodyAcc_std_Y" -0.942884319830508
"13_STANDING" "tBodyAcc_std_Z" -0.94198853220339
"13_STANDING" "tGravityAcc_mean_X" 0.94962976819209
"13_STANDING" "tGravityAcc_mean_Y" -0.167140091134237
"13_STANDING" "tGravityAcc_mean_Z" -0.0740407909833898
"13_STANDING" "tGravityAcc_std_X" -0.990140150847458
"13_STANDING" "tGravityAcc_std_Y" -0.970851819265537
"13_STANDING" "tGravityAcc_std_Z" -0.950916909491525
"13_STANDING" "tBodyAccJerk_mean_X" 0.0754759423163842
"13_STANDING" "tBodyAccJerk_mean_Y" 0.00910403190237288
"13_STANDING" "tBodyAccJerk_mean_Z" -0.00220521916131638
"13_STANDING" "tBodyAccJerk_std_X" -0.98340631
"13_STANDING" "tBodyAccJerk_std_Y" -0.971445358022599
"13_STANDING" "tBodyAccJerk_std_Z" -0.981653597966102
"13_STANDING" "tBodyGyro_mean_X" -0.0279832918687571
"13_STANDING" "tBodyGyro_mean_Y" -0.0585257089531073
"13_STANDING" "tBodyGyro_mean_Z" 0.0757172570225989
"13_STANDING" "tBodyGyro_std_X" -0.950458374745763
"13_STANDING" "tBodyGyro_std_Y" -0.963978159378531
"13_STANDING" "tBodyGyro_std_Z" -0.970386209491525
"13_STANDING" "tBodyGyroJerk_mean_X" -0.0980570651129943
"13_STANDING" "tBodyGyroJerk_mean_Y" -0.0443483481875706
"13_STANDING" "tBodyGyroJerk_mean_Z" -0.0514819229214689
"13_STANDING" "tBodyGyroJerk_std_X" -0.971792695480226
"13_STANDING" "tBodyGyroJerk_std_Y" -0.981116415310734
"13_STANDING" "tBodyGyroJerk_std_Z" -0.984993881638418
"13_STANDING" "tBodyAccMag_mean" -0.960164386553672
"13_STANDING" "tBodyAccMag_std" -0.949716736677966
"13_STANDING" "tGravityAccMag_mean" -0.960164386553672
"13_STANDING" "tGravityAccMag_std" -0.949716736677966
"13_STANDING" "tBodyAccJerkMag_mean" -0.981982232485876
"13_STANDING" "tBodyAccJerkMag_std" -0.974128074915254
"13_STANDING" "tBodyGyroMag_mean" -0.946881441581921
"13_STANDING" "tBodyGyroMag_std" -0.934508356045198
"13_STANDING" "tBodyGyroJerkMag_mean" -0.98209492440678
"13_STANDING" "tBodyGyroJerkMag_std" -0.975042213841808
"13_STANDING" "fBodyAcc_mean_X" -0.985280098700565
"13_STANDING" "fBodyAcc_mean_Y" -0.951240972429379
"13_STANDING" "fBodyAcc_mean_Z" -0.958458396779661
"13_STANDING" "fBodyAcc_std_X" -0.988809640847458
"13_STANDING" "fBodyAcc_std_Y" -0.941786361638418
"13_STANDING" "fBodyAcc_std_Z" -0.937669577627119
"13_STANDING" "fBodyAccJerk_mean_X" -0.983331743841808
"13_STANDING" "fBodyAccJerk_mean_Y" -0.971193829152542
"13_STANDING" "fBodyAccJerk_mean_Z" -0.978299271242938
"13_STANDING" "fBodyAccJerk_std_X" -0.985077155480226
"13_STANDING" "fBodyAccJerk_std_Y" -0.973970323107345
"13_STANDING" "fBodyAccJerk_std_Z" -0.983764448474576
"13_STANDING" "fBodyGyro_mean_X" -0.94966347740113
"13_STANDING" "fBodyGyro_mean_Y" -0.967439207062147
"13_STANDING" "fBodyGyro_mean_Z" -0.971465688135593
"13_STANDING" "fBodyGyro_std_X" -0.951577404067797
"13_STANDING" "fBodyGyro_std_Y" -0.962582776045198
"13_STANDING" "fBodyGyro_std_Z" -0.972720215988701
"13_STANDING" "fBodyAccMag_mean" -0.958902409435028
"13_STANDING" "fBodyAccMag_std" -0.952332757296045
"13_STANDING" "fBodyBodyAccJerkMag_mean" -0.973933517909604
"13_STANDING" "fBodyBodyAccJerkMag_std" -0.973314888870056
"13_STANDING" "fBodyBodyGyroMag_mean" -0.951802013615819
"13_STANDING" "fBodyBodyGyroMag_std" -0.935661968700565
"13_STANDING" "fBodyBodyGyroJerkMag_mean" -0.976029969717514
"13_STANDING" "fBodyBodyGyroJerkMag_std" -0.975330960112994
"13_WALKING" "tBodyAcc_mean_X" 0.277861237515528
"13_WALKING" "tBodyAcc_mean_Y" -0.0176618899962298
"13_WALKING" "tBodyAcc_mean_Z" -0.109184574018634
"13_WALKING" "tBodyAcc_std_X" -0.207949181044099
"13_WALKING" "tBodyAcc_std_Y" 0.161794305001242
"13_WALKING" "tBodyAcc_std_Z" -0.175377299544099
"13_WALKING" "tGravityAcc_mean_X" 0.932057214534161
"13_WALKING" "tGravityAcc_mean_Y" -0.253533161242236
"13_WALKING" "tGravityAcc_mean_Z" -0.0551312104961242
"13_WALKING" "tGravityAcc_std_X" -0.973318332981366
"13_WALKING" "tGravityAcc_std_Y" -0.961273439875776
"13_WALKING" "tGravityAcc_std_Z" -0.953084173416149
"13_WALKING" "tBodyAccJerk_mean_X" 0.0708751056300621
"13_WALKING" "tBodyAccJerk_mean_Y" 0.0170830637857143
"13_WALKING" "tBodyAccJerk_mean_Z" -0.00162654932670807
"13_WALKING" "tBodyAccJerk_std_X" -0.163060212408075
"13_WALKING" "tBodyAccJerk_std_Y" 0.145164136258509
"13_WALKING" "tBodyAccJerk_std_Z" -0.339521732695652
"13_WALKING" "tBodyGyro_mean_X" 0.00236819791664596
"13_WALKING" "tBodyGyro_mean_Y" -0.0914656280363975
"13_WALKING" "tBodyGyro_mean_Z" 0.0709837756114286
"13_WALKING" "tBodyGyro_std_X" -0.319305721956522
"13_WALKING" "tBodyGyro_std_Y" -0.30624773210559
"13_WALKING" "tBodyGyro_std_Z" -0.275747310161491
"13_WALKING" "tBodyGyroJerk_mean_X" -0.126919515448609
"13_WALKING" "tBodyGyroJerk_mean_Y" -0.0283510096061491
"13_WALKING" "tBodyGyroJerk_mean_Z" -0.054236933058882
"13_WALKING" "tBodyGyroJerk_std_X" -0.182618977342857
"13_WALKING" "tBodyGyroJerk_std_Y" -0.408109830590683
"13_WALKING" "tBodyGyroJerk_std_Z" -0.325435756627329
"13_WALKING" "tBodyAccMag_mean" -0.0359477248131677
"13_WALKING" "tBodyAccMag_std" -0.213085901464596
"13_WALKING" "tGravityAccMag_mean" -0.0359477248131677
"13_WALKING" "tGravityAccMag_std" -0.213085901464596
"13_WALKING" "tBodyAccJerkMag_mean" -0.0828166253782609
"13_WALKING" "tBodyAccJerkMag_std" -0.0410665515395652
"13_WALKING" "tBodyGyroMag_mean" -0.174917444743478
"13_WALKING" "tBodyGyroMag_std" -0.255748925456522
"13_WALKING" "tBodyGyroJerkMag_mean" -0.337368240732919
"13_WALKING" "tBodyGyroJerkMag_std" -0.342267587100621
"13_WALKING" "fBodyAcc_mean_X" -0.242908622042857
"13_WALKING" "fBodyAcc_mean_Y" 0.149609157035155
"13_WALKING" "fBodyAcc_mean_Z" -0.225370711285279
"13_WALKING" "fBodyAcc_std_X" -0.196315943501242
"13_WALKING" "fBodyAcc_std_Y" 0.0927388882503106
"13_WALKING" "fBodyAcc_std_Z" -0.214539587673913
"13_WALKING" "fBodyAccJerk_mean_X" -0.224909868780124
"13_WALKING" "fBodyAccJerk_mean_Y" 0.0493074650355901
"13_WALKING" "fBodyAccJerk_mean_Z" -0.304506143295528
"13_WALKING" "fBodyAccJerk_std_X" -0.174671213927329
"13_WALKING" "fBodyAccJerk_std_Y" 0.172088962038621
"13_WALKING" "fBodyAccJerk_std_Z" -0.373657650273292
"13_WALKING" "fBodyGyro_mean_X" -0.146947676419255
"13_WALKING" "fBodyGyro_mean_Y" -0.294806301254037
"13_WALKING" "fBodyGyro_mean_Z" -0.216268378950311
"13_WALKING" "fBodyGyro_std_X" -0.375614844863354
"13_WALKING" "fBodyGyro_std_Y" -0.321227877149068
"13_WALKING" "fBodyGyro_std_Z" -0.36471843010559
"13_WALKING" "fBodyAccMag_mean" -0.126346844179503
"13_WALKING" "fBodyAccMag_std" -0.39033309242236
"13_WALKING" "fBodyBodyAccJerkMag_mean" -0.055620425130559
"13_WALKING" "fBodyBodyAccJerkMag_std" -0.0328018347257764
"13_WALKING" "fBodyBodyGyroMag_mean" -0.282176068494845
"13_WALKING" "fBodyBodyGyroMag_std" -0.370002792925466
"13_WALKING" "fBodyBodyGyroJerkMag_mean" -0.370686775100435
"13_WALKING" "fBodyBodyGyroJerkMag_std" -0.354895990536025
"13_WALKING_DOWNSTAIRS" "tBodyAcc_mean_X" 0.290155087992
"13_WALKING_DOWNSTAIRS" "tBodyAcc_mean_Y" -0.018226593257448
"13_WALKING_DOWNSTAIRS" "tBodyAcc_mean_Z" -0.1034210917216
"13_WALKING_DOWNSTAIRS" "tBodyAcc_std_X" 0.1036869388568
"13_WALKING_DOWNSTAIRS" "tBodyAcc_std_Y" 0.1240444694236
"13_WALKING_DOWNSTAIRS" "tBodyAcc_std_Z" -0.188767001648
"13_WALKING_DOWNSTAIRS" "tGravityAcc_mean_X" 0.93843399864
"13_WALKING_DOWNSTAIRS" "tGravityAcc_mean_Y" -0.2041926676
"13_WALKING_DOWNSTAIRS" "tGravityAcc_mean_Z" -0.0226816632812
"13_WALKING_DOWNSTAIRS" "tGravityAcc_std_X" -0.94784944016
"13_WALKING_DOWNSTAIRS" "tGravityAcc_std_Y" -0.93913533248
"13_WALKING_DOWNSTAIRS" "tGravityAcc_std_Z" -0.89816017552
"13_WALKING_DOWNSTAIRS" "tBodyAccJerk_mean_X" 0.10427344008532
"13_WALKING_DOWNSTAIRS" "tBodyAccJerk_mean_Y" -0.007220098524
"13_WALKING_DOWNSTAIRS" "tBodyAccJerk_mean_Z" -0.0122800307488
"13_WALKING_DOWNSTAIRS" "tBodyAccJerk_std_X" 0.0424835080804
"13_WALKING_DOWNSTAIRS" "tBodyAccJerk_std_Y" -0.0360683598888
"13_WALKING_DOWNSTAIRS" "tBodyAccJerk_std_Z" -0.33336511332
"13_WALKING_DOWNSTAIRS" "tBodyGyro_mean_X" -0.1089914128232
"13_WALKING_DOWNSTAIRS" "tBodyGyro_mean_Y" -0.0455795500144
"13_WALKING_DOWNSTAIRS" "tBodyGyro_mean_Z" 0.08765312516824
"13_WALKING_DOWNSTAIRS" "tBodyGyro_std_X" -0.3255181594408
"13_WALKING_DOWNSTAIRS" "tBodyGyro_std_Y" -0.2717741483864
"13_WALKING_DOWNSTAIRS" "tBodyGyro_std_Z" -0.291544475296
"13_WALKING_DOWNSTAIRS" "tBodyGyroJerk_mean_X" -0.0596125095816
"13_WALKING_DOWNSTAIRS" "tBodyGyroJerk_mean_Y" -0.0460993100456
"13_WALKING_DOWNSTAIRS" "tBodyGyroJerk_mean_Z" -0.06190397693728
"13_WALKING_DOWNSTAIRS" "tBodyGyroJerk_std_X" -0.35215945578
"13_WALKING_DOWNSTAIRS" "tBodyGyroJerk_std_Y" -0.35590603471232
"13_WALKING_DOWNSTAIRS" "tBodyGyroJerk_std_Z" -0.326647340088
"13_WALKING_DOWNSTAIRS" "tBodyAccMag_mean" 0.1263412014376
"13_WALKING_DOWNSTAIRS" "tBodyAccMag_std" 0.09036089835584
"13_WALKING_DOWNSTAIRS" "tGravityAccMag_mean" 0.1263412014376
"13_WALKING_DOWNSTAIRS" "tGravityAccMag_std" 0.09036089835584
"13_WALKING_DOWNSTAIRS" "tBodyAccJerkMag_mean" -0.04043222082344
"13_WALKING_DOWNSTAIRS" "tBodyAccJerkMag_std" 0.03278062428232
"13_WALKING_DOWNSTAIRS" "tBodyGyroMag_mean" -0.089439054372
"13_WALKING_DOWNSTAIRS" "tBodyGyroMag_std" -0.2073160998672
"13_WALKING_DOWNSTAIRS" "tBodyGyroJerkMag_mean" -0.339534710048
"13_WALKING_DOWNSTAIRS" "tBodyGyroJerkMag_std" -0.365607475876
"13_WALKING_DOWNSTAIRS" "fBodyAcc_mean_X" 0.0717805077648
"13_WALKING_DOWNSTAIRS" "fBodyAcc_mean_Y" 0.120033254048
"13_WALKING_DOWNSTAIRS" "fBodyAcc_mean_Z" -0.1707689596104
"13_WALKING_DOWNSTAIRS" "fBodyAcc_std_X" 0.1127582137736
"13_WALKING_DOWNSTAIRS" "fBodyAcc_std_Y" 0.0536968783256
"13_WALKING_DOWNSTAIRS" "fBodyAcc_std_Z" -0.26794714478064
"13_WALKING_DOWNSTAIRS" "fBodyAccJerk_mean_X" 0.000458683573599999
"13_WALKING_DOWNSTAIRS" "fBodyAccJerk_mean_Y" -0.0815879573552
"13_WALKING_DOWNSTAIRS" "fBodyAccJerk_mean_Z" -0.2756660943056
"13_WALKING_DOWNSTAIRS" "fBodyAccJerk_std_X" -0.008188753125704
"13_WALKING_DOWNSTAIRS" "fBodyAccJerk_std_Y" -0.0524244936528
"13_WALKING_DOWNSTAIRS" "fBodyAccJerk_std_Z" -0.390404278256
"13_WALKING_DOWNSTAIRS" "fBodyGyro_mean_X" -0.206244479152
"13_WALKING_DOWNSTAIRS" "fBodyGyro_mean_Y" -0.2141462642808
"13_WALKING_DOWNSTAIRS" "fBodyGyro_mean_Z" -0.17091496046104
"13_WALKING_DOWNSTAIRS" "fBodyGyro_std_X" -0.366558027112
"13_WALKING_DOWNSTAIRS" "fBodyGyro_std_Y" -0.31651553524
"13_WALKING_DOWNSTAIRS" "fBodyGyro_std_Z" -0.40236041064
"13_WALKING_DOWNSTAIRS" "fBodyAccMag_mean" 0.1491754076872
"13_WALKING_DOWNSTAIRS" "fBodyAccMag_std" -0.1167711712672
"13_WALKING_DOWNSTAIRS" "fBodyBodyAccJerkMag_mean" 0.0638823521264
"13_WALKING_DOWNSTAIRS" "fBodyBodyAccJerkMag_std" -0.01805462514528
"13_WALKING_DOWNSTAIRS" "fBodyBodyGyroMag_mean" -0.21113938032
"13_WALKING_DOWNSTAIRS" "fBodyBodyGyroMag_std" -0.348921620016
"13_WALKING_DOWNSTAIRS" "fBodyBodyGyroJerkMag_mean" -0.3439035452168
"13_WALKING_DOWNSTAIRS" "fBodyBodyGyroJerkMag_std" -0.443008806812
"13_WALKING_UPSTAIRS" "tBodyAcc_mean_X" 0.254293068788811
"13_WALKING_UPSTAIRS" "tBodyAcc_mean_Y" -0.0289568281417483
"13_WALKING_UPSTAIRS" "tBodyAcc_mean_Z" -0.125566913328671
"13_WALKING_UPSTAIRS" "tBodyAcc_std_X" -0.156540707021888
"13_WALKING_UPSTAIRS" "tBodyAcc_std_Y" 0.108197000182517
"13_WALKING_UPSTAIRS" "tBodyAcc_std_Z" -0.141500202225175
"13_WALKING_UPSTAIRS" "tGravityAcc_mean_X" 0.873498899370629
"13_WALKING_UPSTAIRS" "tGravityAcc_mean_Y" -0.335146303426573
"13_WALKING_UPSTAIRS" "tGravityAcc_mean_Z" -0.159039690820909
"13_WALKING_UPSTAIRS" "tGravityAcc_std_X" -0.941152490839161
"13_WALKING_UPSTAIRS" "tGravityAcc_std_Y" -0.93022463972028
"13_WALKING_UPSTAIRS" "tGravityAcc_std_Z" -0.900095383076923
"13_WALKING_UPSTAIRS" "tBodyAccJerk_mean_X" 0.076656228793007
"13_WALKING_UPSTAIRS" "tBodyAccJerk_mean_Y" 0.0118420037013986
"13_WALKING_UPSTAIRS" "tBodyAccJerk_mean_Z" -0.0324202907147552
"13_WALKING_UPSTAIRS" "tBodyAccJerk_std_X" -0.281290469517482
"13_WALKING_UPSTAIRS" "tBodyAccJerk_std_Y" -0.220531240478322
"13_WALKING_UPSTAIRS" "tBodyAccJerk_std_Z" -0.576461280699301
"13_WALKING_UPSTAIRS" "tBodyGyro_mean_X" -0.0132228793177622
"13_WALKING_UPSTAIRS" "tBodyGyro_mean_Y" -0.0838594067743357
"13_WALKING_UPSTAIRS" "tBodyGyro_mean_Z" 0.0749120000524476
"13_WALKING_UPSTAIRS" "tBodyGyro_std_X" -0.403336676086713
"13_WALKING_UPSTAIRS" "tBodyGyro_std_Y" -0.387125752061538
"13_WALKING_UPSTAIRS" "tBodyGyro_std_Z" -0.18455082776993
"13_WALKING_UPSTAIRS" "tBodyGyroJerk_mean_X" -0.102935671594476
"13_WALKING_UPSTAIRS" "tBodyGyroJerk_mean_Y" -0.042651619886014
"13_WALKING_UPSTAIRS" "tBodyGyroJerk_mean_Z" -0.0707786333293706
"13_WALKING_UPSTAIRS" "tBodyGyroJerk_std_X" -0.505156051818182
"13_WALKING_UPSTAIRS" "tBodyGyroJerk_std_Y" -0.641970563006993
"13_WALKING_UPSTAIRS" "tBodyGyroJerk_std_Z" -0.53960065979021
"13_WALKING_UPSTAIRS" "tBodyAccMag_mean" 0.00607164591888112
"13_WALKING_UPSTAIRS" "tBodyAccMag_std" -0.257262214685315
"13_WALKING_UPSTAIRS" "tGravityAccMag_mean" 0.00607164591888112
"13_WALKING_UPSTAIRS" "tGravityAccMag_std" -0.257262214685315
"13_WALKING_UPSTAIRS" "tBodyAccJerkMag_mean" -0.300533468365734
"13_WALKING_UPSTAIRS" "tBodyAccJerkMag_std" -0.308764781947552
"13_WALKING_UPSTAIRS" "tBodyGyroMag_mean" -0.148062968801399
"13_WALKING_UPSTAIRS" "tBodyGyroMag_std" -0.296444467890909
"13_WALKING_UPSTAIRS" "tBodyGyroJerkMag_mean" -0.574419258181818
"13_WALKING_UPSTAIRS" "tBodyGyroJerkMag_std" -0.640402578671329
"13_WALKING_UPSTAIRS" "fBodyAcc_mean_X" -0.235440582539161
"13_WALKING_UPSTAIRS" "fBodyAcc_mean_Y" -0.00713910668741259
"13_WALKING_UPSTAIRS" "fBodyAcc_mean_Z" -0.302580760251748
"13_WALKING_UPSTAIRS" "fBodyAcc_std_X" -0.12917136843007
"13_WALKING_UPSTAIRS" "fBodyAcc_std_Y" 0.0939259208538462
"13_WALKING_UPSTAIRS" "fBodyAcc_std_Z" -0.126392089104685
"13_WALKING_UPSTAIRS" "fBodyAccJerk_mean_X" -0.305443628933566
"13_WALKING_UPSTAIRS" "fBodyAccJerk_mean_Y" -0.251087397251049
"13_WALKING_UPSTAIRS" "fBodyAccJerk_mean_Z" -0.533220387552448
"13_WALKING_UPSTAIRS" "fBodyAccJerk_std_X" -0.321664485326923
"13_WALKING_UPSTAIRS" "fBodyAccJerk_std_Y" -0.241744189148392
"13_WALKING_UPSTAIRS" "fBodyAccJerk_std_Z" -0.619018967692308
"13_WALKING_UPSTAIRS" "fBodyGyro_mean_X" -0.326712690454545
"13_WALKING_UPSTAIRS" "fBodyGyro_mean_Y" -0.442526235698601
"13_WALKING_UPSTAIRS" "fBodyGyro_mean_Z" -0.23038374272028
"13_WALKING_UPSTAIRS" "fBodyGyro_std_X" -0.431562667783217
"13_WALKING_UPSTAIRS" "fBodyGyro_std_Y" -0.363109056276923
"13_WALKING_UPSTAIRS" "fBodyGyro_std_Z" -0.246253000848951
"13_WALKING_UPSTAIRS" "fBodyAccMag_mean" -0.241360201337762
"13_WALKING_UPSTAIRS" "fBodyAccMag_std" -0.384771145314685
"13_WALKING_UPSTAIRS" "fBodyBodyAccJerkMag_mean" -0.26907937711049
"13_WALKING_UPSTAIRS" "fBodyBodyAccJerkMag_std" -0.369850675993007
"13_WALKING_UPSTAIRS" "fBodyBodyGyroMag_mean" -0.405493816482517
"13_WALKING_UPSTAIRS" "fBodyBodyGyroMag_std" -0.347199887171329
"13_WALKING_UPSTAIRS" "fBodyBodyGyroJerkMag_mean" -0.626576136993007
"13_WALKING_UPSTAIRS" "fBodyBodyGyroJerkMag_std" -0.68638955965035
"18_LAYING" "tBodyAcc_mean_X" 0.273164975510753
"18_LAYING" "tBodyAcc_mean_Y" -0.0193085134231183
"18_LAYING" "tBodyAcc_mean_Z" -0.105190624946237
"18_LAYING" "tBodyAcc_std_X" -0.959703201666667
"18_LAYING" "tBodyAcc_std_Y" -0.907154433231183
"18_LAYING" "tBodyAcc_std_Z" -0.928166806198925
"18_LAYING" "tGravityAcc_mean_X" -0.287906072419355
"18_LAYING" "tGravityAcc_mean_Y" 0.696038179994624
"18_LAYING" "tGravityAcc_mean_Z" 0.523626993860215
"18_LAYING" "tGravityAcc_std_X" -0.938481672043011
"18_LAYING" "tGravityAcc_std_Y" -0.910725517096774
"18_LAYING" "tGravityAcc_std_Z" -0.921691144516129
"18_LAYING" "tBodyAccJerk_mean_X" 0.0801713014623656
"18_LAYING" "tBodyAccJerk_mean_Y" 0.0174536199542473
"18_LAYING" "tBodyAccJerk_mean_Z" -0.00597701434344086
"18_LAYING" "tBodyAccJerk_std_X" -0.983388689677419
"18_LAYING" "tBodyAccJerk_std_Y" -0.974626327204301
"18_LAYING" "tBodyAccJerk_std_Z" -0.98313206311828
"18_LAYING" "tBodyGyro_mean_X" -0.0146385083450538
"18_LAYING" "tBodyGyro_mean_Y" -0.0731206816010753
"18_LAYING" "tBodyGyro_mean_Z" 0.122925747080645
"18_LAYING" "tBodyGyro_std_X" -0.96546284516129
"18_LAYING" "tBodyGyro_std_Y" -0.969494966290323
"18_LAYING" "tBodyGyro_std_Z" -0.95992887639785
"18_LAYING" "tBodyGyroJerk_mean_X" -0.100481074575269
"18_LAYING" "tBodyGyroJerk_mean_Y" -0.0401509957922043
"18_LAYING" "tBodyGyroJerk_mean_Z" -0.0616850982956989
"18_LAYING" "tBodyGyroJerk_std_X" -0.981868187795699
"18_LAYING" "tBodyGyroJerk_std_Y" -0.98530799188172
"18_LAYING" "tBodyGyroJerk_std_Z" -0.987466686612903
"18_LAYING" "tBodyAccMag_mean" -0.890094411758064
"18_LAYING" "tBodyAccMag_std" -0.904927444247312
"18_LAYING" "tGravityAccMag_mean" -0.890094411758064
"18_LAYING" "tGravityAccMag_std" -0.904927444247312
"18_LAYING" "tBodyAccJerkMag_mean" -0.981759202473118
"18_LAYING" "tBodyAccJerkMag_std" -0.97982258344086
"18_LAYING" "tBodyGyroMag_mean" -0.928958928602151
"18_LAYING" "tBodyGyroMag_std" -0.942597645215054
"18_LAYING" "tBodyGyroJerkMag_mean" -0.986498939731183
"18_LAYING" "tBodyGyroJerkMag_std" -0.982883909354839
"18_LAYING" "fBodyAcc_mean_X" -0.968036959247312
"18_LAYING" "fBodyAcc_mean_Y" -0.931513297817204
"18_LAYING" "fBodyAcc_mean_Z" -0.949554530053763
"18_LAYING" "fBodyAcc_std_X" -0.95708834016129
"18_LAYING" "fBodyAcc_std_Y" -0.902259346107527
"18_LAYING" "fBodyAcc_std_Z" -0.923225117451613
"18_LAYING" "fBodyAccJerk_mean_X" -0.983224050913978
"18_LAYING" "fBodyAccJerk_mean_Y" -0.975280507043011
"18_LAYING" "fBodyAccJerk_mean_Z" -0.980563673763441
